2026-06-23 14:50:31.121 | INFO     | app.utils.logger:<module>:78 | Process:31868 Thread:9340 | 日志系统初始化完成，日志目录: D:\Code\PC-Project\DA\deepsearch-agents\logs
2026-06-23 14:51:13.928 | INFO     | app.api.server:list_files:274 | Process:31868 Thread:9340 | 找到 0 个文件
2026-06-23 14:51:16.114 | DEBUG    | app.api.server:websocket_endpoint:295 | Process:31868 Thread:9340 | 收到心跳: ping
2026-06-23 14:51:16.430 | INFO     | app.api.server:list_files:238 | Process:31868 Thread:9340 | 请求文件列表: D:/Code/PC-Project/DA/deepsearch-agents/app/output/session_19a01f5c-7da1-40c8-9d08-8212301ceac1
2026-06-23 14:51:16.432 | INFO     | app.api.server:list_files:274 | Process:31868 Thread:9340 | 找到 0 个文件
2026-06-23 14:51:18.927 | INFO     | app.api.server:list_files:238 | Process:31868 Thread:9340 | 请求文件列表: D:/Code/PC-Project/DA/deepsearch-agents/app/output/session_19a01f5c-7da1-40c8-9d08-8212301ceac1
2026-06-23 14:51:18.928 | INFO     | app.api.server:list_files:274 | Process:31868 Thread:9340 | 找到 0 个文件
2026-06-23 14:51:20.156 | INFO     | app.api.monitor:_emit:82 | Process:31868 Thread:33712 | [Monitor:tool_start] 开始执行工具: ragflow聊天助手列表查询工具：get_assistant_list
2026-06-23 14:51:21.430 | INFO     | app.api.server:list_files:238 | Process:31868 Thread:9340 | 请求文件列表: D:/Code/PC-Project/DA/deepsearch-agents/app/output/session_19a01f5c-7da1-40c8-9d08-8212301ceac1
2026-06-23 14:51:21.431 | INFO     | app.api.server:list_files:274 | Process:31868 Thread:9340 | 找到 0 个文件
2026-06-23 14:51:23.927 | INFO     | app.api.server:list_files:238 | Process:31868 Thread:9340 | 请求文件列表: D:/Code/PC-Project/DA/deepsearch-agents/app/output/session_19a01f5c-7da1-40c8-9d08-8212301ceac1
2026-06-23 14:51:23.929 | INFO     | app.api.server:list_files:274 | Process:31868 Thread:9340 | 找到 0 个文件
2026-06-23 14:51:26.433 | INFO     | app.api.server:list_files:238 | Process:31868 Thread:9340 | 请求文件列表: D:/Code/PC-Project/DA/deepsearch-agents/app/output/session_19a01f5c-7da1-40c8-9d08-8212301ceac1
2026-06-23 14:51:26.435 | INFO     | app.api.server:list_files:274 | Process:31868 Thread:9340 | 找到 0 个文件
2026-06-23 14:51:28.928 | INFO     | app.api.server:list_files:238 | Process:31868 Thread:9340 | 请求文件列表: D:/Code/PC-Project/DA/deepsearch-agents/app/output/session_19a01f5c-7da1-40c8-9d08-8212301ceac1
2026-06-23 14:51:28.929 | INFO     | app.api.server:list_files:274 | Process:31868 Thread:9340 | 找到 0 个文件
2026-06-23 14:51:31.431 | INFO     | app.api.server:list_files:238 | Process:31868 Thread:9340 | 请求文件列表: D:/Code/PC-Project/DA/deepsearch-agents/app/output/session_19a01f5c-7da1-40c8-9d08-8212301ceac1
2026-06-23 14:51:31.432 | INFO     | app.api.server:list_files:274 | Process:31868 Thread:9340 | 找到 0 个文件
2026-06-23 14:51:33.931 | INFO     | app.api.server:list_files:238 | Process:31868 Thread:9340 | 请求文件列表: D:/Code/PC-Project/DA/deepsearch-agents/app/output/session_19a01f5c-7da1-40c8-9d08-8212301ceac1
2026-06-23 14:51:33.932 | INFO     | app.api.server:list_files:274 | Process:31868 Thread:9340 | 找到 0 个文件
2026-06-23 14:51:36.431 | INFO     | app.api.server:list_files:238 | Process:31868 Thread:9340 | 请求文件列表: D:/Code/PC-Project/DA/deepsearch-agents/app/output/session_19a01f5c-7da1-40c8-9d08-8212301ceac1
2026-06-23 14:51:36.432 | INFO     | app.api.server:list_files:274 | Process:31868 Thread:9340 | 找到 0 个文件
2026-06-23 14:51:38.928 | INFO     | app.api.server:list_files:238 | Process:31868 Thread:9340 | 请求文件列表: D:/Code/PC-Project/DA/deepsearch-agents/app/output/session_19a01f5c-7da1-40c8-9d08-8212301ceac1
2026-06-23 14:51:38.929 | INFO     | app.api.server:list_files:274 | Process:31868 Thread:9340 | 找到 0 个文件
2026-06-23 14:51:40.021 | INFO     | app.api.server:cancel_task:138 | Process:31868 Thread:9340 | 开始取消任务
2026-06-23 14:51:40.062 | WARNING  | app.agent.main_agent:run_deep_agent:157 | Process:31868 Thread:9340 | 任务被用户取消
2026-06-23 14:51:40.062 | INFO     | app.api.monitor:_emit:82 | Process:31868 Thread:9340 | [Monitor:task_cancelled] 任务已取消
2026-06-23 14:51:40.064 | DEBUG    | app.agent.main_agent:run_deep_agent:169 | Process:31868 Thread:9340 | 上下文已重置
2026-06-23 14:51:40.064 | DEBUG    | app.api.server:_forget_task:93 | Process:31868 Thread:9340 | 任务已从 active_tasks 移除: thread_id=19a01f5c-7da1-40c8-9d08-8212301ceac1
2026-06-23 14:51:40.069 | INFO     | app.api.server:cancel_task:144 | Process:31868 Thread:9340 | 任务已取消（立即响应）
2026-06-23 14:51:40.098 | INFO     | app.api.server:list_files:238 | Process:31868 Thread:9340 | 请求文件列表: D:/Code/PC-Project/DA/deepsearch-agents/app/output/session_19a01f5c-7da1-40c8-9d08-8212301ceac1
2026-06-23 14:51:40.103 | INFO     | app.api.server:list_files:274 | Process:31868 Thread:9340 | 找到 0 个文件
2026-06-23 14:51:41.114 | DEBUG    | app.api.server:websocket_endpoint:295 | Process:31868 Thread:9340 | 收到心跳: ping
2026-06-23 14:51:46.088 | INFO     | app.api.server:list_files:238 | Process:31868 Thread:9340 | 请求文件列表: D:/Code/PC-Project/DA/deepsearch-agents/app/output/session_19a01f5c-7da1-40c8-9d08-8212301ceac1
2026-06-23 14:51:46.090 | INFO     | app.api.server:list_files:274 | Process:31868 Thread:9340 | 找到 0 个文件
2026-06-23 14:51:52.391 | INFO     | app.api.server:list_files:238 | Process:31868 Thread:9340 | 请求文件列表: D:/Code/PC-Project/DA/deepsearch-agents/app/output/session_19a01f5c-7da1-40c8-9d08-8212301ceac1
2026-06-23 14:51:52.392 | INFO     | app.api.server:list_files:274 | Process:31868 Thread:9340 | 找到 0 个文件
2026-06-23 14:51:58.242 | INFO     | app.api.server:list_files:238 | Process:31868 Thread:9340 | 请求文件列表: D:/Code/PC-Project/DA/deepsearch-agents/app/output/session_19a01f5c-7da1-40c8-9d08-8212301ceac1
2026-06-23 14:51:58.242 | INFO     | app.api.server:list_files:274 | Process:31868 Thread:9340 | 找到 0 个文件
2026-06-23 14:52:04.555 | INFO     | app.api.server:list_files:238 | Process:31868 Thread:9340 | 请求文件列表: D:/Code/PC-Project/DA/deepsearch-agents/app/output/session_19a01f5c-7da1-40c8-9d08-8212301ceac1
2026-06-23 14:52:04.556 | INFO     | app.api.server:list_files:274 | Process:31868 Thread:9340 | 找到 0 个文件
2026-06-23 14:52:06.249 | DEBUG    | app.api.server:websocket_endpoint:295 | Process:31868 Thread:9340 | 收到心跳: ping
2026-06-23 14:52:10.245 | INFO     | app.api.server:list_files:238 | Process:31868 Thread:9340 | 请求文件列表: D:/Code/PC-Project/DA/deepsearch-agents/app/output/session_19a01f5c-7da1-40c8-9d08-8212301ceac1
2026-06-23 14:52:10.246 | INFO     | app.api.server:list_files:274 | Process:31868 Thread:9340 | 找到 0 个文件
2026-06-23 14:52:16.570 | INFO     | app.api.server:list_files:238 | Process:31868 Thread:9340 | 请求文件列表: D:/Code/PC-Project/DA/deepsearch-agents/app/output/session_19a01f5c-7da1-40c8-9d08-8212301ceac1
2026-06-23 14:52:16.571 | INFO     | app.api.server:list_files:274 | Process:31868 Thread:9340 | 找到 0 个文件
2026-06-23 14:52:22.559 | INFO     | app.api.server:list_files:238 | Process:31868 Thread:9340 | 请求文件列表: D:/Code/PC-Project/DA/deepsearch-agents/app/output/session_19a01f5c-7da1-40c8-9d08-8212301ceac1
2026-06-23 14:52:22.560 | INFO     | app.api.server:list_files:274 | Process:31868 Thread:9340 | 找到 0 个文件
2026-06-23 14:52:28.254 | INFO     | app.api.server:list_files:238 | Process:31868 Thread:9340 | 请求文件列表: D:/Code/PC-Project/DA/deepsearch-agents/app/output/session_19a01f5c-7da1-40c8-9d08-8212301ceac1
2026-06-23 14:52:28.256 | INFO     | app.api.server:list_files:274 | Process:31868 Thread:9340 | 找到 0 个文件
2026-06-23 14:52:31.245 | DEBUG    | app.api.server:websocket_endpoint:295 | Process:31868 Thread:9340 | 收到心跳: ping
2026-06-23 14:52:34.555 | INFO     | app.api.server:list_files:238 | Process:31868 Thread:9340 | 请求文件列表: D:/Code/PC-Project/DA/deepsearch-agents/app/output/session_19a01f5c-7da1-40c8-9d08-8212301ceac1
2026-06-23 14:52:34.556 | INFO     | app.api.server:list_files:274 | Process:31868 Thread:9340 | 找到 0 个文件
2026-06-23 14:52:40.248 | INFO     | app.api.server:list_files:238 | Process:31868 Thread:9340 | 请求文件列表: D:/Code/PC-Project/DA/deepsearch-agents/app/output/session_19a01f5c-7da1-40c8-9d08-8212301ceac1
2026-06-23 14:52:40.249 | INFO     | app.api.server:list_files:274 | Process:31868 Thread:9340 | 找到 0 个文件
2026-06-23 14:52:46.554 | INFO     | app.api.server:list_files:238 | Process:31868 Thread:9340 | 请求文件列表: D:/Code/PC-Project/DA/deepsearch-agents/app/output/session_19a01f5c-7da1-40c8-9d08-8212301ceac1
2026-06-23 14:52:46.555 | INFO     | app.api.server:list_files:274 | Process:31868 Thread:9340 | 找到 0 个文件
2026-06-23 14:52:52.250 | INFO     | app.api.server:list_files:238 | Process:31868 Thread:9340 | 请求文件列表: D:/Code/PC-Project/DA/deepsearch-agents/app/output/session_19a01f5c-7da1-40c8-9d08-8212301ceac1
2026-06-23 14:52:52.251 | INFO     | app.api.server:list_files:274 | Process:31868 Thread:9340 | 找到 0 个文件
2026-06-23 14:52:56.247 | DEBUG    | app.api.server:websocket_endpoint:295 | Process:31868 Thread:9340 | 收到心跳: ping
2026-06-23 14:53:02.498 | INFO     | app.api.server:list_files:238 | Process:31868 Thread:9340 | 请求文件列表: D:/Code/PC-Project/DA/deepsearch-agents/app/output/session_19a01f5c-7da1-40c8-9d08-8212301ceac1
2026-06-23 14:53:02.499 | INFO     | app.api.server:list_files:274 | Process:31868 Thread:9340 | 找到 0 个文件
2026-06-23 14:53:04.107 | INFO     | app.api.server:list_files:238 | Process:31868 Thread:9340 | 请求文件列表: D:/Code/PC-Project/DA/deepsearch-agents/app/output/session_19a01f5c-7da1-40c8-9d08-8212301ceac1
2026-06-23 14:53:04.109 | INFO     | app.api.server:list_files:274 | Process:31868 Thread:9340 | 找到 0 个文件
2026-06-23 14:53:10.244 | INFO     | app.api.server:list_files:238 | Process:31868 Thread:9340 | 请求文件列表: D:/Code/PC-Project/DA/deepsearch-agents/app/output/session_19a01f5c-7da1-40c8-9d08-8212301ceac1
2026-06-23 14:53:10.245 | INFO     | app.api.server:list_files:274 | Process:31868 Thread:9340 | 找到 0 个文件
2026-06-23 14:53:16.562 | INFO     | app.api.server:list_files:238 | Process:31868 Thread:9340 | 请求文件列表: D:/Code/PC-Project/DA/deepsearch-agents/app/output/session_19a01f5c-7da1-40c8-9d08-8212301ceac1
2026-06-23 14:53:16.563 | INFO     | app.api.server:list_files:274 | Process:31868 Thread:9340 | 找到 0 个文件
2026-06-23 14:53:21.252 | DEBUG    | app.api.server:websocket_endpoint:295 | Process:31868 Thread:9340 | 收到心跳: ping
2026-06-23 14:53:22.246 | INFO     | app.api.server:list_files:238 | Process:31868 Thread:9340 | 请求文件列表: D:/Code/PC-Project/DA/deepsearch-agents/app/output/session_19a01f5c-7da1-40c8-9d08-8212301ceac1
2026-06-23 14:53:22.247 | INFO     | app.api.server:list_files:274 | Process:31868 Thread:9340 | 找到 0 个文件
2026-06-23 14:53:28.556 | INFO     | app.api.server:list_files:238 | Process:31868 Thread:9340 | 请求文件列表: D:/Code/PC-Project/DA/deepsearch-agents/app/output/session_19a01f5c-7da1-40c8-9d08-8212301ceac1
2026-06-23 14:53:28.557 | INFO     | app.api.server:list_files:274 | Process:31868 Thread:9340 | 找到 0 个文件
2026-06-23 14:53:34.246 | INFO     | app.api.server:list_files:238 | Process:31868 Thread:9340 | 请求文件列表: D:/Code/PC-Project/DA/deepsearch-agents/app/output/session_19a01f5c-7da1-40c8-9d08-8212301ceac1
2026-06-23 14:53:34.247 | INFO     | app.api.server:list_files:274 | Process:31868 Thread:9340 | 找到 0 个文件
2026-06-23 14:53:40.557 | INFO     | app.api.server:list_files:238 | Process:31868 Thread:9340 | 请求文件列表: D:/Code/PC-Project/DA/deepsearch-agents/app/output/session_19a01f5c-7da1-40c8-9d08-8212301ceac1
2026-06-23 14:53:40.558 | INFO     | app.api.server:list_files:274 | Process:31868 Thread:9340 | 找到 0 个文件
2026-06-23 14:53:46.254 | DEBUG    | app.api.server:websocket_endpoint:295 | Process:31868 Thread:9340 | 收到心跳: ping
2026-06-23 14:53:46.255 | INFO     | app.api.server:list_files:238 | Process:31868 Thread:9340 | 请求文件列表: D:/Code/PC-Project/DA/deepsearch-agents/app/output/session_19a01f5c-7da1-40c8-9d08-8212301ceac1
2026-06-23 14:53:46.257 | INFO     | app.api.server:list_files:274 | Process:31868 Thread:9340 | 找到 0 个文件
2026-06-23 14:53:52.565 | INFO     | app.api.server:list_files:238 | Process:31868 Thread:9340 | 请求文件列表: D:/Code/PC-Project/DA/deepsearch-agents/app/output/session_19a01f5c-7da1-40c8-9d08-8212301ceac1
2026-06-23 14:53:52.565 | INFO     | app.api.server:list_files:274 | Process:31868 Thread:9340 | 找到 0 个文件
2026-06-23 14:53:58.253 | INFO     | app.api.server:list_files:238 | Process:31868 Thread:9340 | 请求文件列表: D:/Code/PC-Project/DA/deepsearch-agents/app/output/session_19a01f5c-7da1-40c8-9d08-8212301ceac1
2026-06-23 14:53:58.254 | INFO     | app.api.server:list_files:274 | Process:31868 Thread:9340 | 找到 0 个文件
2026-06-23 14:54:04.562 | INFO     | app.api.server:list_files:238 | Process:31868 Thread:9340 | 请求文件列表: D:/Code/PC-Project/DA/deepsearch-agents/app/output/session_19a01f5c-7da1-40c8-9d08-8212301ceac1
2026-06-23 14:54:04.563 | INFO     | app.api.server:list_files:274 | Process:31868 Thread:9340 | 找到 0 个文件
2026-06-23 14:54:15.252 | DEBUG    | app.api.server:websocket_endpoint:295 | Process:31868 Thread:9340 | 收到心跳: ping
2026-06-23 14:54:15.255 | INFO     | app.api.server:list_files:238 | Process:31868 Thread:9340 | 请求文件列表: D:/Code/PC-Project/DA/deepsearch-agents/app/output/session_19a01f5c-7da1-40c8-9d08-8212301ceac1
2026-06-23 14:54:15.256 | INFO     | app.api.server:list_files:274 | Process:31868 Thread:9340 | 找到 0 个文件
2026-06-23 14:55:15.254 | DEBUG    | app.api.server:websocket_endpoint:295 | Process:31868 Thread:9340 | 收到心跳: ping
2026-06-23 14:55:15.563 | INFO     | app.api.server:list_files:238 | Process:31868 Thread:9340 | 请求文件列表: D:/Code/PC-Project/DA/deepsearch-agents/app/output/session_19a01f5c-7da1-40c8-9d08-8212301ceac1
2026-06-23 14:55:15.564 | INFO     | app.api.server:list_files:274 | Process:31868 Thread:9340 | 找到 0 个文件
2026-06-23 14:55:49.034 | INFO     | app.api.monitor:disconnect:175 | Process:31868 Thread:9340 | WebSocket 连接断开: thread_id=19a01f5c-7da1-40c8-9d08-8212301ceac1
2026-06-23 14:55:49.034 | INFO     | app.api.server:websocket_endpoint:301 | Process:31868 Thread:9340 | WebSocket 客户端主动断开
2026-06-23 14:55:49.142 | INFO     | app.api.server:lifespan:47 | Process:31868 Thread:9340 | 服务关闭
2026-06-23 14:55:51.432 | INFO     | app.utils.logger:<module>:78 | Process:28576 Thread:31500 | 日志系统初始化完成，日志目录: D:\Code\PC-Project\DA\deepsearch-agents\logs
2026-06-23 14:55:51.434 | INFO     | app.agent.llm:<module>:23 | Process:28576 Thread:31500 | 开始初始化模型: model=qwen-max, base_url=https://dashscope.aliyuncs.com/compatible-mode/v1
2026-06-23 14:55:52.857 | INFO     | app.agent.llm:<module>:31 | Process:28576 Thread:31500 | 模型初始化成功
2026-06-23 14:55:53.802 | INFO     | app.api.monitor:set_loop:163 | Process:28576 Thread:31500 | ConnectionManager 绑定事件循环: 2564292693696
2026-06-23 14:55:53.802 | INFO     | app.api.server:lifespan:45 | Process:28576 Thread:31500 | 服务启动，WebSocket 事件循环已绑定: 2564292693696
2026-06-23 14:56:47.568 | INFO     | app.utils.logger:<module>:78 | Process:35408 Thread:35792 | 日志系统初始化完成，日志目录: D:\Code\PC-Project\DA\deepsearch-agents\logs
2026-06-23 14:56:47.570 | INFO     | app.agent.llm:<module>:23 | Process:35408 Thread:35792 | 开始初始化模型: model=qwen-max, base_url=https://dashscope.aliyuncs.com/compatible-mode/v1
2026-06-23 14:56:48.983 | INFO     | app.agent.llm:<module>:31 | Process:35408 Thread:35792 | 模型初始化成功
2026-06-23 14:56:49.942 | INFO     | app.api.monitor:set_loop:163 | Process:35408 Thread:35792 | ConnectionManager 绑定事件循环: 1478971379392
2026-06-23 14:56:49.942 | INFO     | app.api.server:lifespan:45 | Process:35408 Thread:35792 | 服务启动，WebSocket 事件循环已绑定: 1478971379392
2026-06-23 14:56:52.682 | INFO     | app.api.server:websocket_endpoint:288 | Process:35408 Thread:35792 | WebSocket 连接请求
2026-06-23 14:56:52.683 | INFO     | app.api.monitor:connect:169 | Process:35408 Thread:35792 | WebSocket 连接建立: thread_id=19a01f5c-7da1-40c8-9d08-8212301ceac1
2026-06-23 14:56:56.410 | INFO     | app.api.server:list_files:238 | Process:35408 Thread:35792 | 请求文件列表: D:/Code/PC-Project/DA/deepsearch-agents/app/output/session_19a01f5c-7da1-40c8-9d08-8212301ceac1
2026-06-23 14:56:56.411 | INFO     | app.api.server:list_files:274 | Process:35408 Thread:35792 | 找到 0 个文件
2026-06-23 14:56:58.100 | INFO     | app.api.server:list_files:238 | Process:35408 Thread:35792 | 请求文件列表: D:/Code/PC-Project/DA/deepsearch-agents/app/output/session_19a01f5c-7da1-40c8-9d08-8212301ceac1
2026-06-23 14:56:58.101 | INFO     | app.api.server:list_files:274 | Process:35408 Thread:35792 | 找到 0 个文件
2026-06-23 14:56:58.912 | INFO     | app.api.monitor:disconnect:175 | Process:35408 Thread:35792 | WebSocket 连接断开: thread_id=19a01f5c-7da1-40c8-9d08-8212301ceac1
2026-06-23 14:56:58.912 | INFO     | app.api.server:websocket_endpoint:301 | Process:35408 Thread:35792 | WebSocket 客户端主动断开
2026-06-23 14:56:59.419 | INFO     | app.api.server:websocket_endpoint:288 | Process:35408 Thread:35792 | WebSocket 连接请求
2026-06-23 14:56:59.419 | INFO     | app.api.monitor:connect:169 | Process:35408 Thread:35792 | WebSocket 连接建立: thread_id=19a01f5c-7da1-40c8-9d08-8212301ceac1
2026-06-23 14:57:06.084 | INFO     | app.api.server:run_task:106 | Process:35408 Thread:35792 | 收到任务请求: query=请使用 RAGFlow 助手，查询公司内部白皮书中关于品类策略的内容，并整理成三条可执行建议。...
2026-06-23 14:57:06.085 | INFO     | app.api.server:run_task:118 | Process:35408 Thread:35792 | 任务已启动，当前活跃任务数: 1
2026-06-23 14:57:06.085 | INFO     | app.agent.main_agent:run_deep_agent:62 | Process:35408 Thread:35792 | 任务开始执行 | query=请使用 RAGFlow 助手，查询公司内部白皮书中关于品类策略的内容，并整理成三条可执行建议。...
2026-06-23 14:57:06.086 | DEBUG    | app.agent.main_agent:run_deep_agent:67 | Process:35408 Thread:35792 | 会话目录已创建: D:\Code\PC-Project\DA\deepsearch-agents\app\output\session_19a01f5c-7da1-40c8-9d08-8212301ceac1
2026-06-23 14:57:06.086 | INFO     | app.api.monitor:_emit:82 | Process:35408 Thread:35792 | [Monitor:session_created] 工作目录已创建: D:/Code/PC-Project/DA/deepsearch-agents/app/output/session_19a01f5c-7da1-40c8-9d08-8212301ceac1
2026-06-23 14:57:06.086 | DEBUG    | app.agent.main_agent:run_deep_agent:118 | Process:35408 Thread:35792 | 开始 main_agent.astream 流式执行
2026-06-23 14:57:06.132 | INFO     | app.api.server:list_files:238 | Process:35408 Thread:35792 | 请求文件列表: D:/Code/PC-Project/DA/deepsearch-agents/app/output/session_19a01f5c-7da1-40c8-9d08-8212301ceac1
2026-06-23 14:57:06.133 | INFO     | app.api.server:list_files:274 | Process:35408 Thread:35792 | 找到 0 个文件
2026-06-23 14:57:08.612 | INFO     | app.api.server:list_files:238 | Process:35408 Thread:35792 | 请求文件列表: D:/Code/PC-Project/DA/deepsearch-agents/app/output/session_19a01f5c-7da1-40c8-9d08-8212301ceac1
2026-06-23 14:57:08.613 | INFO     | app.api.server:list_files:274 | Process:35408 Thread:35792 | 找到 0 个文件
2026-06-23 14:57:11.113 | INFO     | app.api.server:list_files:238 | Process:35408 Thread:35792 | 请求文件列表: D:/Code/PC-Project/DA/deepsearch-agents/app/output/session_19a01f5c-7da1-40c8-9d08-8212301ceac1
